"","userid","dealamount","lastname","firstname","source","status","rep","company","firstcontact","won"
"3808",39420547,40000,"Martinez","Gericka","Paid Ads","Closed Lost","Angelo","Popular Products Inc.",2014-09-05,0
"3809",86857547,50000,"Finley","David","Webinar","Closed Won","Haamida","Great Products Inc.",2017-09-08,1
"3810",79865816,40000,"Bellinger","Jasmine","Email","Closed Lost","Shay","Great Products Inc.",2012-12-03,0
"3811",85922924,90000,"al-Abood","Paige","Social","Opportunity","Nestor","Popular Partners LLP",2014-07-30,0
"3812",2475771,20000,"James","Michael","Email","Suspect","Victor","Wonderful Enterprises LLC",2013-02-14,0
"3813",86948128,40000,"Beall","Daniel","Webinar","Closed Won","Shay","Wonderful Goods LLC",2013-02-19,1
"3814",10638209,10000,"Mireles","Alyssa","Paid Ads","Lead","Hunter","Popular Partners LLC",2014-08-03,0
"3815",46628536,30000,"Hart","Malik","Referral","Suspect","Haamida","Wonderful Goods LLP",2014-04-29,0
"3816",72580405,90000,"Aghi","Deljerro","Referral","Prospect","Angelo","Great Services LLC",2016-11-23,0
"3817",7290689,80000,"el-Zadeh","Aabid","Trade Show","Proposal","Nestor","Great Products LLC",2014-10-27,0
"3818",10145157,10000,"Westerheid","Llunuen","Web","Opportunity","Rachelle","Great Goods Inc.",2014-12-18,0
"3819",65001753,100000,"Tan","Alexis","Paid Ads","Negotiation","Shay","Wonderful Services LLC",2012-03-19,0
"3820",37873177,20000,"Young","Christopher","Webinar","Closed Lost","Haamida","Popular Services Inc.",2015-09-04,0
"3821",8086799,10000,"Weinreich","Candice","Email","Suspect","Angelo","Popular Partners Inc.",2012-06-01,0
"3822",65161153,30000,"al-Khatib","Eddie","Email","Lead","Angelo","Popular Partners Inc.",2013-03-02,0
"3823",48245439,90000,"Olson","De Jon","Social","Opportunity","Hunter","Popular Services Inc.",2017-03-02,0
"3824",58632993,100000,"Ozal","Ilyaas","Webinar","Proposal","Angelo","Great Partners LLP",2016-03-02,0
"3825",4944460,20000,"el-Halim","Shafeeqa","Email","Negotiation","Nestor","Popular Enterprises LLC",2016-05-12,0
"3826",68798564,10000,"Cao","Roshae","Web","Negotiation","Angelo","Great Enterprises LLP",2015-08-09,0
"3827",81387036,40000,"Kath","Eddy","Email","Lead","Victor","Popular Enterprises LLC",2016-03-28,0
"3828",48513392,20000,"Harrison","Marwaan","Referral","Closed Lost","Angelo","Great Goods LLC",2013-10-29,0
"3829",91484801,70000,"Thompson","Salvatore","Web","Proposal","Hunter","Popular Services Inc.",2017-11-08,0
"3830",59084678,40000,"Sandoval","Nathan","Paid Ads","Opportunity","Victor","Popular Services Inc.",2017-09-07,0
"3831",93684057,10000,"Burns","Zhiwen","Paid Ads","Negotiation","Victor","Popular Partners LLP",2014-01-20,0
"3832",44718561,30000,"Burress","Molly","Web","Closed Lost","Haamida","Popular Goods LLC",2013-07-03,0
"3833",78349783,90000,"Danielsen","Joe","Paid Ads","Prospect","Hunter","Popular Products LLC",2014-11-05,0
"3834",42053910,60000,"Posada","Crystal","Webinar","Opportunity","Victor","Great Partners Inc.",2017-07-02,0
"3835",83200811,40000,"Chen","Waail","Conference","Proposal","Johnson","Great Enterprises Inc.",2013-11-07,0
"3836",57066400,100000,"York","Mariah","Conference","Closed Lost","Victor","Wonderful Services LLC",2013-11-24,0
"3837",99495564,80000,"Silas","Cassandra","Trade Show","Negotiation","Johnson","Wonderful Partners LLC",2013-05-15,0
"3838",10013198,10000,"Granados","Arafaat","Webinar","Negotiation","Hunter","Wonderful Products LLC",2014-12-14,0
"3839",60783231,10000,"Rothrock","Celeste","Trade Show","Lead","Johnson","Popular Services Inc.",2017-04-27,0
"3840",65383342,20000,"Martinez","Luna","Email","Lead","Shay","Great Products LLP",2013-03-29,0
"3841",28941817,20000,"Chen","Sohail","Social","Lead","Shay","Popular Enterprises LLC",2015-12-03,0
"3842",50999198,40000,"al-Munir","Alivia","Paid Ads","Suspect","Johnson","Wonderful Goods Inc.",2016-03-24,0
"3843",80736626,80000,"Johnson","Stephen","Trade Show","Negotiation","Johnson","Wonderful Services Inc.",2017-09-11,0
"3844",48804899,90000,"Beasley Jr"," Huda","Social","Proposal","Hunter","Popular Services Inc.",2012-11-16,0
"3845",84476301,60000,"Ornelas","Wajeeha","Referral","Closed Won","Shay","Great Enterprises LLP",2016-10-12,1
"3846",36203795,80000,"Robinson","Eugene","Email","Suspect","Angelo","Wonderful Enterprises LLP",2012-05-11,0
"3847",746585,60000,"al-Saber","Shelly","Webinar","Closed Won","Johnson","Popular Enterprises LLP",2016-08-25,1
"3848",21322058,70000,"Vera","Cory","Referral","Closed Lost","Haamida","Popular Goods Inc.",2015-12-30,0
"3849",16233445,80000,"Esposito","Blake","Webinar","Lead","Haamida","Popular Enterprises Inc.",2016-05-07,0
"3850",41865609,40000,"el-Hannan","Dajiaha","Trade Show","Proposal","Angelo","Great Goods Inc.",2013-05-11,0
"3851",80564075,10000,"Porambo","Tristan","Email","Proposal","Shay","Great Enterprises LLP",2012-03-29,0
"3852",59573686,80000,"Cotton","Lolita","Conference","Opportunity","Haamida","Great Enterprises LLC",2014-04-25,0
"3853",22407249,70000,"el-Shaikh","Alawi","Social","Opportunity","Victor","Wonderful Enterprises LLC",2012-11-24,0
"3854",96500793,10000,"Thrush","Grant","Email","Proposal","Shay","Great Services Inc.",2017-10-03,0
"3855",29912395,10000,"el-Hai","Lindsey","Email","Negotiation","Victor","Great Partners LLP",2014-01-21,0
"3856",4159134,70000,"Bashaw","Kianna","Referral","Suspect","Haamida","Great Partners Inc.",2012-04-23,0
"3857",8278278,10000,"Martin","Nina","Social","Lead","Nestor","Wonderful Products Inc.",2014-06-22,0
"3858",94259311,100000,"Thompson","Alex","Conference","Proposal","Haamida","Wonderful Partners Inc.",2014-09-05,0
"3859",68739603,50000,"Menjivar","Amanda","Conference","Suspect","Shay","Great Goods LLC",2017-09-08,0
"3860",98601861,90000,"Kennis","Kelly","Trade Show","Prospect","Shay","Great Services LLP",2012-12-03,0
"3861",7545352,100000,"Wakasugi","Fareeda","Webinar","Suspect","Victor","Popular Partners Inc.",2014-07-30,0
"3862",25097044,20000,"Trost-Romeo","Maariya","Web","Closed Won","Shay","Wonderful Products Inc.",2013-02-14,1
"3863",48241357,60000,"el-Saad","Alex","Web","Proposal","Shay","Popular Products LLC",2013-02-19,0
"3864",13351153,90000,"Ricalde","Shannon","Trade Show","Suspect","Haamida","Great Enterprises Inc.",2014-08-03,0
"3865",20179960,30000,"Jacket","Sierra","Webinar","Closed Won","Haamida","Wonderful Products LLP",2014-04-29,1
"3866",60432237,40000,"Yoshimura","Lance","Web","Suspect","Victor","Popular Goods LLC",2016-11-23,0
"3867",42344767,60000,"Cordova","Brevin","Web","Prospect","Hunter","Wonderful Partners LLP",2014-10-27,0
"3868",20417339,70000,"Hopson","Claudia","Web","Closed Won","Haamida","Popular Enterprises LLC",2014-12-18,1
"3869",49115959,40000,"Mindt","Sydney","Paid Ads","Proposal","Haamida","Wonderful Services LLC",2012-03-19,0
"3870",26291431,60000,"Floyd","Sarah","Referral","Suspect","Rachelle","Great Products Inc.",2015-09-04,0
"3871",22955834,10000,"el-Attar","Felipe","Conference","Negotiation","Shay","Popular Goods LLC",2012-06-01,0
"3872",5808824,50000,"Meier","Kifaaya","Trade Show","Lead","Victor","Popular Goods LLP",2013-03-02,0
"3873",89436871,80000,"Dalton","Temitayo","Conference","Closed Won","Angelo","Popular Partners Inc.",2017-03-02,1
"3874",60563233,60000,"Stewart","Aaron","Web","Negotiation","Rachelle","Popular Enterprises LLC",2016-03-02,0
"3875",72990733,90000,"Rimbert","Chance","Email","Lead","Johnson","Great Products Inc.",2016-05-12,0
"3876",30372290,90000,"Hopkins","Caitlin","Paid Ads","Suspect","Hunter","Wonderful Products LLC",2015-08-09,0
"3877",38400125,50000,"Van Auken","Joseph","Email","Lead","Haamida","Wonderful Partners LLP",2016-03-28,0
"3878",89758890,20000,"Martinez","Katelin","Referral","Prospect","Haamida","Popular Goods LLP",2013-10-29,0
"3879",85510946,90000,"Pak","Dominic","Webinar","Suspect","Nestor","Great Products LLP",2017-11-08,0
"3880",13667295,70000,"Hamlin","Danessa","Social","Lead","Shay","Popular Products LLP",2017-09-07,0
"3881",76996158,30000,"el-Semaan","Tecumseh","Trade Show","Opportunity","Shay","Great Goods Inc.",2014-01-20,0
"3882",85940455,10000,"Ng","Zachariah","Webinar","Lead","Angelo","Wonderful Enterprises LLP",2013-07-03,0
"3883",75656221,50000,"Lam","David","Conference","Suspect","Angelo","Wonderful Enterprises Inc.",2014-11-05,0
"3884",8173164,20000,"al-Rabbani","Adryanna","Webinar","Suspect","Angelo","Great Enterprises Inc.",2017-07-02,0
"3885",93190122,100000,"Israel","Imaad","Email","Lead","Shay","Great Partners Inc.",2013-11-07,0
"3886",28819006,30000,"Davis","Draevyn","Webinar","Suspect","Johnson","Wonderful Goods LLP",2013-11-24,0
"3887",8790957,40000,"Grano","Brianna","Conference","Suspect","Rachelle","Wonderful Partners LLP",2013-05-15,0
"3888",66472161,10000,"Martinez","Mark","Webinar","Lead","Angelo","Wonderful Enterprises LLP",2014-12-14,0
"3889",42017412,40000,"al-Firman","Felicia","Email","Closed Lost","Rachelle","Great Products Inc.",2017-04-27,0
"3890",1456447,30000,"Mcfadden","Caden","Trade Show","Negotiation","Victor","Great Enterprises LLC",2013-03-29,0
"3891",21529023,100000,"Harris","Mary","Email","Opportunity","Rachelle","Great Goods Inc.",2015-12-03,0
"3892",43132608,80000,"el-Rahim","Mawzoona","Referral","Prospect","Haamida","Popular Partners Inc.",2016-03-24,0
"3893",77456241,10000,"Burress-Willis","Bryton","Referral","Closed Lost","Rachelle","Popular Services LLC",2017-09-11,0
"3894",13459094,70000,"Thornbury","Trey","Webinar","Opportunity","Johnson","Wonderful Products LLP",2012-11-16,0
"3895",16291397,90000,"Arredondo","Mary","Email","Closed Won","Nestor","Great Enterprises LLP",2016-10-12,1
"3896",654675,90000,"Evans","Isaiah","Social","Opportunity","Victor","Popular Services LLP",2012-05-11,0
"3897",58003538,90000,"Sullivan","Martin","Webinar","Closed Won","Johnson","Great Products LLC",2016-08-25,1
"3898",21731536,10000,"Pumo","Reynaldo","Referral","Closed Won","Hunter","Great Products Inc.",2015-12-30,1
"3899",70076260,100000,"Smith","Taamir","Conference","Closed Won","Angelo","Great Services Inc.",2016-05-07,1
"3900",12134878,60000,"Corley","Matthew","Email","Negotiation","Hunter","Wonderful Enterprises LLC",2013-05-11,0
"3901",96440954,60000,"Victor","Jonathan","Social","Lead","Shay","Popular Goods LLP",2012-03-29,0
"3902",93174839,60000,"Roberts","Keenan","Web","Closed Lost","Victor","Great Services LLP",2014-04-25,0
"3903",38636372,40000,"Delacruz-Arreola","Saahir","Trade Show","Closed Won","Hunter","Great Goods Inc.",2012-11-24,1
"3904",974198,80000,"Trujillo","Shedrick","Web","Closed Lost","Hunter","Wonderful Enterprises LLC",2017-10-03,0
"3905",31601284,40000,"Brink","Katelyn","Conference","Negotiation","Rachelle","Wonderful Products Inc.",2014-01-21,0
"3906",15439869,30000,"Byrd","Shawna","Social","Opportunity","Haamida","Great Goods LLP",2012-04-23,0
"3907",15723720,50000,"Gonzalez","Rasheeqa","Webinar","Closed Lost","Victor","Great Enterprises Inc.",2014-06-22,0
"3908",25591943,100000,"Bates","Madison","Referral","Suspect","Hunter","Great Products Inc.",2014-09-05,0
"3909",23441363,30000,"Johnson","Danielle","Conference","Closed Won","Rachelle","Wonderful Products Inc.",2017-09-08,1
"3910",61063111,100000,"Gibson","Khaira","Conference","Proposal","Angelo","Popular Enterprises LLC",2012-12-03,0
"3911",22827790,80000,"Yi","Cody","Trade Show","Negotiation","Victor","Wonderful Goods LLP",2014-07-30,0
"3912",38496009,20000,"Carter","Andres","Conference","Closed Won","Hunter","Popular Products Inc.",2013-02-14,1
"3913",20421258,50000,"Fimbres","Veriana","Referral","Prospect","Hunter","Great Partners LLP",2013-02-19,0
"3914",24173515,90000,"Laner","Aaisha","Referral","Proposal","Nestor","Popular Services Inc.",2014-08-03,0
"3915",94824586,50000,"Shorty","Noah","Email","Prospect","Angelo","Popular Goods Inc.",2014-04-29,0
"3916",20861299,70000,"al-Shahid","Wafaaa","Referral","Prospect","Rachelle","Wonderful Services Inc.",2016-11-23,0
"3917",93636095,80000,"Brooks","Charles","Email","Prospect","Angelo","Great Products LLP",2014-10-27,0
"3918",75153703,20000,"Harker","Dylan","Email","Negotiation","Haamida","Popular Products LLP",2014-12-18,0
"3919",34184272,80000,"Richards","Indra","Webinar","Negotiation","Victor","Popular Services LLC",2012-03-19,0
"3920",6099399,40000,"Pittman","Cheyenne","Conference","Proposal","Johnson","Great Products Inc.",2015-09-04,0
"3921",74270905,60000,"Robinson","Arielle","Referral","Lead","Nestor","Popular Goods Inc.",2012-06-01,0
"3922",54084010,40000,"Chartowich","Clayton","Trade Show","Closed Lost","Hunter","Great Partners Inc.",2013-03-02,0
"3923",66583075,90000,"Silva-Chavez","Jazmyn","Trade Show","Proposal","Nestor","Great Partners LLC",2017-03-02,0
"3924",85128630,20000,"Reed","Mayleen","Conference","Suspect","Victor","Wonderful Partners Inc.",2016-03-02,0
"3925",47368666,90000,"el-Farah","Fabian","Email","Proposal","Haamida","Wonderful Partners LLC",2016-05-12,0
"3926",12031021,60000,"Anderson","Everett","Social","Negotiation","Victor","Great Enterprises LLP",2015-08-09,0
"3927",62212461,90000,"Anwar","Hana","Paid Ads","Opportunity","Shay","Popular Services Inc.",2016-03-28,0
"3928",23684079,10000,"el-Mussa","Marquel","Webinar","Proposal","Victor","Great Partners Inc.",2013-10-29,0
"3929",5125341,40000,"Dubus","Dominique","Paid Ads","Closed Won","Victor","Great Products Inc.",2017-11-08,1
"3930",84785659,90000,"Kim","Samraa","Social","Opportunity","Rachelle","Great Products LLC",2017-09-07,0
"3931",42499981,80000,"Warner","Alicia","Paid Ads","Opportunity","Johnson","Popular Partners Inc.",2014-01-20,0
"3932",24121478,90000,"Lee","Heather","Web","Prospect","Victor","Popular Enterprises LLC",2013-07-03,0
"3933",81651172,100000,"al-Sharif","Jeana","Email","Prospect","Haamida","Wonderful Goods LLP",2014-11-05,0
"3934",74666594,30000,"Mccowan-Voker","Naaila","Trade Show","Lead","Angelo","Wonderful Enterprises LLC",2017-07-02,0
"3935",46215646,60000,"Hinkle","Thomas","Conference","Prospect","Shay","Wonderful Services LLC",2013-11-07,0
"3936",47498236,100000,"Moss","Brendan","Referral","Proposal","Nestor","Great Services LLP",2013-11-24,0
"3937",67108670,80000,"Daniels","Tanya","Paid Ads","Negotiation","Victor","Wonderful Goods LLC",2013-05-15,0
"3938",88274388,20000,"el-Yasin","Shukriyya","Email","Suspect","Nestor","Popular Goods LLC",2014-12-14,0
"3939",17669779,20000,"al-Safi","April","Webinar","Lead","Rachelle","Great Products LLP",2017-04-27,0
"3940",47408486,80000,"Imran","Logan","Social","Prospect","Rachelle","Wonderful Services Inc.",2013-03-29,0
"3941",28753236,30000,"Brunson","Cara","Webinar","Opportunity","Shay","Wonderful Enterprises LLC",2015-12-03,0
"3942",19942490,70000,"Anderson","Maahir","Trade Show","Negotiation","Shay","Wonderful Goods Inc.",2016-03-24,0
"3943",35022006,80000,"Gardella","Misfar","Web","Lead","Hunter","Wonderful Goods LLC",2017-09-11,0
"3944",76314989,100000,"al-Tariq","Sukaina","Web","Proposal","Rachelle","Wonderful Services Inc.",2012-11-16,0
"3945",94204498,50000,"Vialpando","Jose","Referral","Prospect","Johnson","Popular Goods Inc.",2016-10-12,0
"3946",85927382,50000,"Mcelwreath","Viviana","Referral","Closed Won","Rachelle","Wonderful Products LLP",2012-05-11,1
"3947",12786720,60000,"Antillon Montes","Leia","Webinar","Proposal","Victor","Wonderful Services LLP",2016-08-25,0
"3948",10531,30000,"el-Ayoob","Macella","Trade Show","Negotiation","Haamida","Great Goods LLP",2015-12-30,0
"3949",6332151,80000,"Chau","Richard","Web","Proposal","Nestor","Wonderful Goods LLP",2016-05-07,0
"3950",93216318,60000,"Peketz","Lasamoa","Email","Negotiation","Rachelle","Great Partners LLC",2013-05-11,0
"3951",14028149,70000,"Escarcega","Husni","Trade Show","Opportunity","Hunter","Wonderful Services Inc.",2012-03-29,0
"3952",86296009,10000,"Clark","Julia","Web","Prospect","Haamida","Great Products LLP",2014-04-25,0
"3953",25292685,10000,"Jeong","Sakeen","Email","Lead","Victor","Wonderful Partners Inc.",2012-11-24,0
"3954",9013855,20000,"Rios","Raevyn","Web","Prospect","Nestor","Great Services LLC",2017-10-03,0
"3955",76116554,40000,"Coler","Asad","Webinar","Lead","Johnson","Great Partners LLP",2014-01-21,0
"3956",54299934,40000,"Terry","Kiera","Social","Proposal","Haamida","Popular Services LLC",2012-04-23,0
"3957",25689859,60000,"al-Samara","Ryan","Paid Ads","Lead","Johnson","Wonderful Partners LLC",2014-06-22,0
"3958",62089795,80000,"el-Afzal","Chase","Email","Closed Lost","Johnson","Popular Products LLP",2014-09-05,0
"3959",35751423,80000,"Goosby","Aunjanee","Webinar","Negotiation","Nestor","Great Services LLC",2017-09-08,0
"3960",68629681,60000,"el-Hamdan","Paris","Paid Ads","Proposal","Nestor","Popular Goods Inc.",2012-12-03,0
"3961",66357738,30000,"el-Rahman","Atlanta","Web","Proposal","Angelo","Wonderful Goods LLP",2014-07-30,0
"3962",13531672,80000,"Yazzie","Makayla","Web","Closed Won","Shay","Wonderful Services LLC",2013-02-14,1
"3963",20850871,90000,"Prout","Austin","Conference","Opportunity","Victor","Great Partners LLP",2013-02-19,0
"3964",12308862,50000,"Costello","Andrea","Trade Show","Opportunity","Nestor","Popular Partners LLP",2014-08-03,0
"3965",52895452,10000,"Park","Ivan","Paid Ads","Proposal","Rachelle","Popular Services Inc.",2014-04-29,0
"3966",51984636,30000,"Wheeler","Dakota","Referral","Suspect","Hunter","Popular Partners Inc.",2016-11-23,0
"3967",38615331,20000,"Beehler","Arwa","Referral","Lead","Shay","Popular Products LLC",2014-10-27,0
"3968",52943681,10000,"Rasberry-Jenkins","Michael","Conference","Prospect","Angelo","Wonderful Goods LLC",2014-12-18,0
"3969",71125448,10000,"Toledo","Freddy","Conference","Proposal","Haamida","Wonderful Goods LLC",2012-03-19,0
"3970",87414366,90000,"Rodriguez","Behailu","Social","Negotiation","Rachelle","Great Services LLC",2015-09-04,0
"3971",31776296,70000,"Salvador-Rojas","Louis","Social","Closed Won","Nestor","Great Partners LLC",2012-06-01,1
"3972",34195773,80000,"Thebo","Tasia","Email","Prospect","Angelo","Popular Enterprises LLC",2013-03-02,0
"3973",12038485,100000,"Richey","Ashley","Email","Prospect","Shay","Great Goods LLP",2017-03-02,0
"3974",45776630,100000,"Walk","Jose","Webinar","Lead","Angelo","Great Goods Inc.",2016-03-02,0
"3975",70819153,20000,"Booth","Aaron","Paid Ads","Opportunity","Haamida","Great Partners LLP",2016-05-12,0
"3976",86504302,60000,"al-Badour","Jennifer","Social","Proposal","Johnson","Great Products Inc.",2015-08-09,0
"3977",90877874,50000,"Parker","Alicia","Paid Ads","Suspect","Haamida","Popular Goods LLC",2016-03-28,0
"3978",7914999,90000,"al-Lodi","Auna","Paid Ads","Negotiation","Nestor","Wonderful Enterprises LLP",2013-10-29,0
"3979",94731297,30000,"Baca","Aaron","Referral","Suspect","Haamida","Popular Services LLC",2017-11-08,0
